"","Tow-SpeciesID","TowID","Genus","Species","Total Number","Notes"
"9313",9165,3903,"Mnemiopsis","leidyi",102,NA
"9314",9166,3903,"Bairdiella","chrysoura",23,NA
"9315",9167,3903,"Callinectes","sapidus",6,NA
"9316",9168,3903,"Menidia","menidia",66,NA
"9317",9169,3903,"Fundulus","majalis",11,NA
"9318",9170,3903,"Anchoa","hepsetus",2,NA
"9319",9171,3903,"Opsanus","tau",2,NA
"9320",9172,3904,"Mnemiopsis","leidyi",67,NA
"9321",9173,3904,"Menidia","menidia",81,NA
"9322",9174,3904,"Bairdiella","chrysoura",4,NA
"9323",9175,3904,"Opsanus","tau",4,NA
"9324",9176,3904,"Callinectes","sapidus",10,NA
"9325",9177,3904,"Syngnathus","fuscus",1,NA
"9326",9178,3904,"Fundulus","majalis",2,NA
"9327",9179,3904,"Membras","martinica",1,NA
"9328",9180,3904,"Chasmodes","bosquianus",1,NA
"9329",9181,3905,"Mnemiopsis","leidyi",328,NA
"9330",9182,3905,"Callinectes","sapidus",5,NA
"9331",9183,3905,"Menidia","menidia",42,NA
"9332",9184,3905,"Brevoortia","tyrannus",1,NA
"9333",9185,3905,"Anchoa","hepsetus",1,NA
"9334",9186,3906,"Mnemiopsis","leidyi",99,NA
"9335",9187,3906,"Callinectes","sapidus",3,NA
"9336",9188,3906,"Bairdiella","chrysoura",1,NA
"9337",9189,3906,"Anchoa","mitchilli",14,NA
"9338",9190,3906,"Syngnathus","fuscus",1,NA
"9339",9191,3906,"Strongylura","marina",1,NA
"9340",9192,3906,"Menidia","menidia",5,NA
"9341",9193,3907,"Syngnathus","fuscus",3,NA
"9342",9194,3907,"Mnemiopsis","leidyi",1,NA
"9343",9195,3907,"Bairdiella","chrysoura",5,NA
"9344",9196,3907,"Menidia","menidia",77,NA
"9345",9197,3907,"Caranx","hippos",1,NA
"9346",9198,3907,"Strongylura","marina",1,NA
"9347",9199,3907,"Hyporhamphus","meeki",1,NA
"9348",9200,3908,"Caranx","hippos",1,NA
"9349",9201,3908,"Mnemiopsis","leidyi",2,NA
"9350",9202,3908,"Menidia","menidia",128,NA
"9351",9203,3908,"Callinectes","sapidus",2,NA
"9352",9204,3908,"Pomatomus","saltatrix",1,NA
"9353",9205,3908,"Anchoa","mitchilli",1,NA
"9354",9206,3908,"Membras","martinica",1,NA
"9355",9207,3909,"Mnemiopsis","leidyi",1,NA
"9356",9208,3909,"Menidia","menidia",71,NA
"9357",9209,3909,"Pomatomus","saltatrix",1,NA
"9358",9210,3909,"Anchoa","hepsetus",4,NA
"9359",9211,3909,"Membras","martinica",1,NA
"9360",9212,3910,"Mnemiopsis","leidyi",6,NA
"9361",9213,3910,"Anchoa","hepsetus",5,NA
"9362",9214,3910,"Menidia","menidia",1,NA
"9363",9215,3910,"Pomatomus","saltatrix",15,NA
"9364",9224,3912,"Syngnathus","fuscus",3,NA
"9365",9225,3912,"Mnemiopsis","leidyi",284,NA
"9366",9226,3912,"Callinectes","sapidus",8,NA
"9367",9227,3912,"Bairdiella","chrysoura",15,NA
"9368",9228,3912,"Menidia","menidia",52,NA
"9369",9229,3912,"Strongylura","marina",3,NA
"9370",9230,3912,"Opsanus","tau",1,NA
"9371",9231,3913,"Callinectes","sapidus",4,NA
"9372",9232,3913,"Mnemiopsis","leidyi",117,NA
"9373",9233,3913,"Syngnathus","fuscus",1,NA
"9374",9234,3913,"Bairdiella","chrysoura",14,NA
"9375",9235,3913,"Strongylura","marina",6,NA
"9376",9236,3913,"Menidia","menidia",30,NA
"9377",9237,3913,"Anchoa","mitchilli",3,NA
"9378",9238,3914,"Mnemiopsis","leidyi",180,NA
"9379",9239,3914,"Chrysaora","quinquecirrha",4,NA
"9380",9240,3914,"Mugil","curema",6,NA
"9381",9241,3914,"Menidia","menidia",13,NA
"9382",9242,3914,"Anchoa","mitchilli",3,NA
"9383",9243,3914,"Strongylura","marina",1,NA
"9384",9244,3914,"Pomatomus","saltatrix",1,NA
"9385",9245,3915,"Mnemiopsis","leidyi",139,NA
"9386",9246,3915,"Pomatomus","saltatrix",6,NA
"9387",9247,3915,"Anchoa","hepsetus",7,NA
"9388",9248,3915,"Callinectes","sapidus",1,NA
"9389",9249,3915,"Chrysaora","quinquecirrha",1,NA
"9390",9250,3916,"Menidia","menidia",32,NA
"9391",9251,3916,"Callinectes","sapidus",1,NA
"9392",9252,3916,"Mnemiopsis","leidyi",1,NA
"9393",9253,3916,"Pomatomus","saltatrix",1,NA
"9394",9254,3917,"Strongylura","marina",1,NA
"9395",9256,3917,"Mnemiopsis","leidyi",1,NA
"9396",9257,3917,"Pomatomus","saltatrix",1,NA
"9397",9258,3918,"Callinectes","sapidus",3,NA
"9398",9259,3918,"Pomatomus","saltatrix",5,NA
"9399",9260,3918,"Menidia","menidia",15,NA
"9400",9261,3918,"Fundulus","heteroclitus",4,NA
"9401",9262,3918,"Brevoortia","tyrannus",1,NA
"9402",9263,3918,"Fundulus","majalis",2,NA
"9403",9264,3919,"Mnemiopsis","leidyi",8,NA
"9404",9265,3919,"Fundulus","heteroclitus",10,NA
"9405",9266,3919,"Anchoa","mitchilli",15,NA
"9406",9267,3919,"Fundulus","majalis",8,NA
"9407",9268,3919,"Menidia","menidia",12,NA
"9408",9269,3919,"Brevoortia","tyrannus",1,NA
"9409",9270,3920,"Anchoa","mitchilli",212,NA
"9410",9271,3920,"Menidia","menidia",5,NA
"9411",9272,3920,"Pomatomus","saltatrix",6,NA
"9412",9273,3920,"Strongylura","marina",1,NA
"9413",9274,3920,"Mnemiopsis","leidyi",2,NA
"9414",9275,3920,"Brevoortia","tyrannus",3,NA
"9415",9276,3921,"Pomatomus","saltatrix",3,NA
"9416",9277,3921,"Anchoa","mitchilli",13,NA
"9417",9278,3921,"Fundulus","majalis",3,NA
"9418",9279,3921,"Mnemiopsis","leidyi",3,NA
"9419",9280,3921,"Callinectes","sapidus",2,NA
"9420",9281,3921,"Menidia","menidia",6,NA
"9421",9282,3922,"Leiostomus","xanthurus",3,NA
"9422",9283,3922,"Menidia","menidia",23,NA
"9423",9284,3922,"Callinectes","sapidus",7,NA
"9424",9285,3922,"Fundulus","heteroclitus",13,NA
"9425",9286,3922,"Fundulus","majalis",3,NA
"9426",9287,3922,"Pomatomus","saltatrix",1,NA
"9427",9288,3923,"Menidia","menidia",13,NA
"9428",9289,3923,"Callinectes","sapidus",29,NA
"9429",9290,3923,"Pomatomus","saltatrix",6,NA
"9430",9291,3923,"Pseudopleuronectes","americanus",3,NA
"9431",9292,3923,"Fundulus","heteroclitus",7,NA
"9432",9293,3923,"Fundulus","majalis",1,NA
"9433",9294,3924,"Alosa","aestivalis",1,NA
"9434",9295,3925,"Menidia","menidia",5,NA
"9435",9296,3926,"Callinectes","sapidus",7,NA
"9436",9297,3926,"Anchoa","mitchilli",2,NA
"9437",9298,3926,"Menidia","menidia",9,NA
"9438",9299,3926,"Fundulus","diaphanus",1,NA
"9439",9300,3926,"Pomatomus","saltatrix",2,NA
"9440",9304,3927,"Pomatomus","saltatrix",4,NA
"9441",9305,3927,"Callinectes","sapidus",4,NA
"9442",9306,3927,"Fundulus","diaphanus",10,NA
"9443",9307,3927,"Anchoa","mitchilli",5,NA
"9444",9308,3927,"Fundulus","heteroclitus",10,NA
"9445",9309,3927,"Menidia","menidia",7,NA
"9446",9310,3928,"Callinectes","sapidus",176,NA
"9447",9311,3928,"Menidia","menidia",12,NA
"9448",9312,3928,"Pomatomus","saltatrix",6,NA
"9449",9313,3928,"Fundulus","heteroclitus",1,NA
"9450",9314,3929,"Callinectes","sapidus",94,NA
"9451",9315,3929,"Mnemiopsis","leidyi",3,NA
"9452",9316,3929,"Fundulus","heteroclitus",2,NA
"9453",9317,3929,"Menidia","menidia",12,NA
"9454",9318,3929,"Brevoortia","tyrannus",2,NA
"9455",9319,3930,"Fundulus","majalis",4,NA
"9456",9320,3930,"Pseudopleuronectes","americanus",1,NA
"9457",9321,3930,"Fundulus","heteroclitus",4,NA
"9458",9322,3930,"Menidia","menidia",4,NA
"9459",9323,3930,"Pomatomus","saltatrix",2,NA
"9460",9324,3931,"Callinectes","sapidus",1,NA
"9461",9325,3931,"Menidia","menidia",5,NA
"9462",9326,3931,"Pomatomus","saltatrix",7,NA
"9463",9327,3931,"Fundulus","heteroclitus",1,NA
"9464",9328,3932,"Callinectes","sapidus",30,NA
"9465",9329,3932,"Anchoa","mitchilli",199,NA
"9466",9330,3932,"Pomatomus","saltatrix",3,NA
"9467",9331,3932,"Fundulus","majalis",13,NA
"9468",9332,3932,"Trinectes","maculatus",1,NA
"9469",9333,3932,"Fundulus","heteroclitus",36,NA
"9470",9334,3933,"Anchoa","mitchilli",127,NA
"9471",9335,3933,"Fundulus","heteroclitus",8,NA
"9472",9336,3933,"Pogonias","cromis",1,NA
"9473",9337,3933,"Callinectes","sapidus",9,NA
"9474",9338,3933,"Pomatomus","saltatrix",1,NA
"9475",9339,3933,"Menidia","menidia",1,"got away"
"9476",9340,3933,"Malaclemys","terrapin",1,NA
"9477",9341,3934,"Callinectes","sapidus",3,NA
"9478",9342,3934,"Menidia","menidia",3,NA
"9479",9343,3934,"Fundulus","majalis",5,NA
"9480",9344,3934,"Pseudopleuronectes","americanus",1,NA
"9481",9345,3934,"Pomatomus","saltatrix",1,NA
"9482",9347,3935,"Menidia","menidia",2,NA
"9483",9348,3935,"Anchoa","mitchilli",2,NA
"9484",9349,3936,"Callinectes","sapidus",152,NA
"9485",9350,3936,"Mnemiopsis","leidyi",16,NA
"9486",9351,3936,"Pseudopleuronectes","americanus",17,NA
"9487",9352,3936,"Menidia","menidia",20,NA
"9488",9353,3936,"Leiostomus","xanthurus",1,NA
"9489",9354,3936,"Fundulus","heteroclitus",6,NA
"9490",9355,3936,"Pomatomus","saltatrix",2,NA
"9491",9356,3936,"Gobiesox","strumosus",1,NA
"9492",9357,3937,"Mnemiopsis","leidyi",7,NA
"9493",9358,3937,"Pseudopleuronectes","americanus",7,NA
"9494",9359,3937,"Callinectes","sapidus",37,NA
"9495",9360,3937,"Menidia","menidia",8,NA
"9496",9365,3938,"Anchoa","mitchilli",2,NA
"9497",9366,3938,"Menidia","menidia",35,NA
"9498",9367,3938,"Brevoortia","tyrannus",1,NA
"9499",9368,3938,"Cyprinodon","variegatus",1,NA
"9500",9369,3939,"Callinectes","sapidus",3,NA
"9501",9370,3939,"Pomatomus","saltatrix",1,NA
"9502",9371,3939,"Menidia","menidia",4,NA
"9503",9372,3939,"Anchoa","mitchilli",4,NA
"9504",9373,3940,"Anchoa","mitchilli",11,NA
"9505",9374,3940,"Callinectes","sapidus",36,NA
"9506",9375,3940,"Menidia","menidia",6,NA
"9507",9376,3940,"Syngnathus","fuscus",1,NA
"9508",9377,3940,"Anguilla","rostrata",2,NA
"9509",9378,3940,"Apeltes","quadracus",9,NA
"9510",9379,3940,"Fundulus","heteroclitus",2,NA
"9511",9380,3940,"Fundulus","sp.",1,NA
"9512",9381,3940,"Brevoortia","tyrannus",5,NA
"9513",9382,3940,"Leiostomus","xanthurus",1,NA
"9514",9383,3940,"Pomatomus","saltatrix",1,NA
"9515",9384,3941,"Callinectes","sapidus",43,NA
"9516",9385,3941,"Menidia","menidia",15,NA
"9517",9386,3941,"Apeltes","quadracus",17,NA
"9518",9387,3941,"Fundulus","heteroclitus",2,NA
"9519",9388,3941,"Strongylura","marina",1,NA
"9520",9389,3941,"Syngnathus","fuscus",2,NA
"9521",9390,3941,"Anchoa","mitchilli",6,NA
"9522",9391,3941,"Brevoortia","tyrannus",3,NA
"9523",9392,3941,"Lucania","parva",1,NA
"9524",9393,3942,"Anchoa","mitchilli",14,NA
"9525",9394,3942,"Callinectes","sapidus",6,NA
"9526",9395,3942,"Menidia","menidia",4,NA
"9527",9396,3942,"Syngnathus","fuscus",1,NA
"9528",9397,3942,"Pomatomus","saltatrix",1,NA
"9529",9398,3942,"Lucania","parva",1,NA
"9530",9399,3942,"Brevoortia","tyrannus",3,NA
"9531",9400,3943,"Anchoa","mitchilli",8,NA
"9532",9401,3943,"Brevoortia","tyrannus",2,NA
"9533",9402,3943,"Callinectes","sapidus",20,NA
"9534",9403,3943,"Fundulus","heteroclitus",2,NA
"9535",9404,3943,"Syngnathus","fuscus",1,NA
"9536",9405,3943,"Menidia","menidia",1,NA
"9537",9406,3943,"Apeltes","quadracus",2,NA
"9538",9407,3943,NA,NA,NA,NA
"9539",9408,3944,"Sphoeroides","maculatus",1,NA
"9540",9409,3944,"Callinectes","sapidus",14,NA
"9541",9410,3944,"Fundulus","heteroclitus",1,NA
"9542",9411,3944,"Anchoa","mitchilli",13,NA
"9543",9412,3944,"Brevoortia","tyrannus",1,NA
"9544",9413,3944,"Menidia","menidia",7,NA
"9545",9414,3945,"Callinectes","sapidus",33,NA
"9546",9415,3945,"Anchoa","mitchilli",48,NA
"9547",9416,3945,"Menidia","menidia",4,NA
"9548",9417,3945,"Brevoortia","tyrannus",3,NA
"9549",9418,3945,"Paralichthys","dentatus",1,NA
"9550",9419,3946,"Syngnathus","fuscus",2,NA
"9551",9420,3946,"Callinectes","sapidus",10,NA
"9552",9421,3946,"Anchoa","mitchilli",65,NA
"9553",9422,3946,"Menidia","menidia",9,NA
"9554",9423,3946,"Opsanus","tau",2,NA
"9555",9424,3946,"Strongylura","marina",1,NA
"9556",9425,3947,"Callinectes","sapidus",26,NA
"9557",9426,3947,"Anchoa","mitchilli",22,NA
"9558",9427,3947,"Menidia","menidia",12,NA
"9559",9428,3947,"Syngnathus","fuscus",1,NA
"9560",9429,3948,"Callinectes","sapidus",1,NA
"9561",9430,3948,"Menidia","menidia",10,NA
"9562",9431,3949,"Callinectes","sapidus",2,NA
"9563",9432,3949,"Anchoa","mitchilli",13,NA
"9564",9433,3949,"Menidia","menidia",10,NA
"9565",9434,3950,"Callinectes","sapidus",146,NA
"9566",9435,3950,"Paralichthys","dentatus",1,NA
"9567",9436,3950,"Pomatomus","saltatrix",1,NA
"9568",9437,3950,"Menidia","menidia",10,NA
"9569",9438,3950,"Brevoortia","tyrannus",1,NA
"9570",9439,3951,"Callinectes","sapidus",118,NA
"9571",9440,3951,"Mnemiopsis","leidyi",1,NA
"9572",9441,3951,"Pomatomus","saltatrix",3,NA
"9573",9442,3951,"Menidia","menidia",1,"got away"
"9574",9443,3952,"Menidia","menidia",7,NA
"9575",9444,3952,"Mnemiopsis","leidyi",105,NA
"9576",9445,3952,"Fundulus","majalis",1,NA
"9577",9446,3952,"Leiostomus","xanthurus",1,NA
"9578",9447,3952,NA,NA,NA,NA
"9579",9448,3953,"Menidia","menidia",88,NA
"9580",9449,3953,"Mnemiopsis","leidyi",158,NA
"9581",9450,3953,"Callinectes","sapidus",2,NA
"9582",9451,3954,"Mnemiopsis","leidyi",20,NA
"9583",9452,3954,"Sphoeroides","maculatus",1,NA
"9584",9453,3954,"Chrysaora","quinquecirrha",1,NA
"9585",9454,3954,"Callinectes","sapidus",21,NA
"9586",9455,3954,"Fundulus","heteroclitus",8,NA
"9587",9456,3954,"Menidia","menidia",12,NA
"9588",9457,3954,"Anchoa","mitchilli",20,NA
"9589",9458,3954,"Pseudopleuronectes","americanus",2,NA
"9590",9459,3954,"Brevoortia","tyrannus",4,NA
"9591",9460,3954,"Leiostomus","xanthurus",1,NA
"9592",9461,3955,"Mnemiopsis","leidyi",7,NA
"9593",9462,3955,"Callinectes","sapidus",7,NA
"9594",9463,3955,"Menidia","menidia",7,NA
"9595",9464,3955,"Anchoa","mitchilli",12,NA
"9596",9465,3955,"Sphoeroides","maculatus",1,NA
"9597",9466,3955,"Fundulus","heteroclitus",6,NA
"9598",9467,3955,"Brevoortia","tyrannus",2,NA
"9599",9468,3956,"Mnemiopsis","leidyi",2,NA
"9600",9469,3956,"Anchoa","mitchilli",2,NA
"9601",9470,3956,"Pomatomus","saltatrix",1,NA
"9602",9471,3956,"Menidia","menidia",7,NA
"9603",9472,3956,"Pseudopleuronectes","americanus",2,NA
"9604",9473,3956,"Syngnathus","fuscus",1,NA
"9605",9474,3957,"Menidia","menidia",4,NA
"9606",9475,3957,"Brevoortia","tyrannus",1,NA
"9607",9476,3957,"Mnemiopsis","leidyi",4,NA
"9608",9477,3958,"Callinectes","sapidus",32,NA
"9609",9478,3958,"Fundulus","majalis",4,NA
"9610",9479,3958,"Menidia","menidia",11,NA
"9611",9480,3958,"Mugil","curema",4,NA
"9612",9481,3959,"Leiostomus","xanthurus",1,NA
"9613",9482,3959,"Callinectes","sapidus",37,NA
"9614",9483,3959,"Menidia","menidia",16,NA
"9615",9484,3959,"Mugil","curema",5,NA
"9616",9485,3959,"Pomatomus","saltatrix",2,NA
"9617",9486,3960,"Mnemiopsis","leidyi",15,NA
"9618",9487,3960,"Callinectes","sapidus",24,NA
"9619",9488,3960,"Menidia","menidia",45,NA
"9620",9489,3960,"Pomatomus","saltatrix",1,NA
"9621",9490,3960,"Brevoortia","tyrannus",1,NA
"9622",9491,3960,"Anchoa","mitchilli",1,NA
"9623",9492,3961,"Mnemiopsis","leidyi",6,NA
"9624",9493,3961,"Menidia","menidia",14,NA
"9625",9494,3961,"Strongylura","marina",1,NA
"9626",9495,3961,"Callinectes","sapidus",1,NA
"9627",9496,3962,"Syngnathus","fuscus",5,NA
"9628",9497,3962,"Chilomycterus","schoepfi",1,NA
"9629",9498,3962,"Mnemiopsis","leidyi",21,NA
"9630",9499,3962,"Menidia","menidia",20,NA
"9631",9500,3962,"Fundulus","heteroclitus",2,NA
"9632",9501,3962,"Callinectes","sapidus",1,NA
"9633",9502,3962,"Anchoa","mitchilli",3,NA
"9634",9503,3962,"Pomatomus","saltatrix",1,NA
"9635",9504,3963,"Mnemiopsis","leidyi",16,NA
"9636",9505,3963,"Apeltes","quadracus",7,NA
"9637",9506,3963,"Syngnathus","fuscus",1,NA
"9638",9507,3963,"Callinectes","sapidus",13,NA
"9639",9508,3963,"Menidia","menidia",18,NA
"9640",9509,3963,"Opsanus","tau",2,NA
"9641",9510,3963,"Fundulus","heteroclitus",2,NA
"9642",9511,3963,"Anchoa","mitchilli",2,NA
"9643",9512,3963,"Brevoortia","tyrannus",2,NA
"9644",9513,3963,"Anguilla","rostrata",1,NA
"9645",9514,3964,"Mnemiopsis","leidyi",48,NA
"9646",9515,3964,"Menidia","menidia",156,NA
"9647",9516,3964,"Sphoeroides","maculatus",1,NA
"9648",9517,3964,"Callinectes","sapidus",19,NA
"9649",9518,3964,"Fundulus","majalis",1,NA
"9650",9519,3964,"Fundulus","heteroclitus",4,NA
"9651",9520,3964,"Anchoa","mitchilli",1,NA
"9652",9521,3965,"Syngnathus","fuscus",2,NA
"9653",9522,3965,"Mnemiopsis","leidyi",5,NA
"9654",9523,3965,"Apeltes","quadracus",1,NA
"9655",9524,3965,"Callinectes","sapidus",15,NA
"9656",9525,3965,"Pomatomus","saltatrix",1,NA
"9657",9526,3965,"Sphoeroides","maculatus",1,NA
"9658",9527,3965,"Menidia","menidia",12,NA
"9659",9528,3965,"Menticirrhus","saxatilis",1,NA
"9660",9529,3965,"Brevoortia","tyrannus",1,NA
"9661",9530,3965,"Strongylura","marina",1,"it was half eaten/no measurement"
"9662",9531,3966,"Callinectes","sapidus",37,NA
"9663",9532,3966,"Syngnathus","fuscus",1,NA
"9664",9533,3966,"Mnemiopsis","leidyi",20,NA
"9665",9534,3966,"Fundulus","heteroclitus",6,NA
"9666",9535,3966,"Menidia","menidia",40,NA
"9667",9536,3966,"Chrysaora","quinquecirrha",1,NA
"9668",9537,3966,"Sphoeroides","maculatus",1,NA
"9669",9538,3966,"Leiostomus","xanthurus",1,NA
"9670",9539,3966,"Anchoa","mitchilli",1,NA
"9671",9540,3966,"Brevoortia","tyrannus",2,NA
"9672",9541,3967,"Syngnathus","fuscus",2,NA
"9673",9542,3967,"Callinectes","sapidus",20,NA
"9674",9543,3967,"Mnemiopsis","leidyi",10,NA
"9675",9544,3967,"Anchoa","mitchilli",4,NA
"9676",9949,4027,"Fundulus","heteroclitus",1,NA
"9677",9950,4027,"Pomatomus","saltatrix",3,NA
"9678",9951,4027,"Chasmodes","bosquianus",1,NA
"9679",9952,4028,"Menidia","menidia",98,NA
"9680",9953,4028,"Fundulus","majalis",2,NA
"9681",9954,4028,"Callinectes","sapidus",5,NA
"9682",9955,4028,"Fundulus","heteroclitus",2,NA
"9683",9956,4028,"Syngnathus","fuscus",1,NA
"9684",9957,4028,"Mnemiopsis","leidyi",1,NA
"9685",9958,4028,"Menticirrhus","saxatilis",2,NA
"9686",9959,4028,"Bairdiella","chrysoura",5,NA
"9687",9960,4028,"Strongylura","marina",1,NA
"9688",9961,4029,"Mnemiopsis","leidyi",7,NA
"9689",9962,4029,"Fundulus","heteroclitus",4,NA
"9690",9963,4029,"Menidia","menidia",63,NA
"9691",9964,4029,"Sphoeroides","maculatus",1,NA
"9692",9965,4029,"Opsanus","tau",1,NA
"9693",9967,4030,"Menidia","menidia",10,NA
"9694",9968,4030,"Mnemiopsis","leidyi",5,NA
"9695",9969,4030,"Callinectes","sapidus",1,NA
"9696",9971,4031,"Syngnathus","fuscus",1,NA
"9697",9972,4031,"Mnemiopsis","leidyi",5,NA
"9698",9973,4031,"Bairdiella","chrysoura",1,NA
"9699",9974,4031,"Callinectes","sapidus",7,NA
"9700",9975,4031,"Menidia","menidia",28,NA
"9701",9976,4031,"Caranx","hippos",1,NA
"9702",9977,4031,"Anchoa","mitchilli",1,NA
"9703",9978,4032,"Menidia","menidia",65,NA
"9704",9979,4032,"Callinectes","sapidus",11,NA
"9705",9980,4032,"Mnemiopsis","leidyi",1,NA
"9706",9981,4032,"Bairdiella","chrysoura",18,NA
"9707",9982,4032,"Anchoa","mitchilli",8,NA
"9708",9983,4032,"Fundulus","majalis",3,NA
"9709",9984,4033,"Menidia","menidia",53,NA
"9710",9985,4033,"Strongylura","marina",1,NA
"9711",9986,4033,"Brevoortia","tyrannus",2,NA
"9712",9987,4034,"Menidia","menidia",11,NA
"9713",9988,4034,"Membras","martinica",1,NA
"9714",9989,4034,"Mugil","curema",4,NA
"9715",9990,4034,"Alosa","aestivalis",1,NA
"9716",9991,4035,"Brevoortia","tyrannus",1564,NA
"9717",9992,4035,"Chrysaora","quinquecirrha",132,NA
"9718",9993,4035,"Callinectes","sapidus",96,NA
"9719",9994,4035,"Menidia","menidia",33,NA
"9720",9995,4035,"Fundulus","diaphanus",1,NA
"9721",9998,4036,"Menidia","menidia",117,NA
"9722",9999,4036,"Mugil","curema",2,NA
"9723",10000,4036,"Mnemiopsis","leidyi",1,NA
"9724",10001,4037,"Strongylura","marina",1,NA
"9725",10002,4037,"Mnemiopsis","leidyi",2,NA
"9726",10003,4037,"Mugil","curema",4,NA
"9727",10004,4037,"Menidia","menidia",11,NA
"9728",10005,4037,"Anchoa","mitchilli",4,NA
"9729",10006,4038,"Anchoa","mitchilli",4,NA
"9730",10007,4038,"Menidia","menidia",10,NA
"9731",10008,4038,"Fundulus","majalis",8,NA
"9732",10009,4038,"Callinectes","sapidus",6,NA
"9733",10010,4038,"Mnemiopsis","leidyi",1,NA
"9734",10011,4038,"Brevoortia","tyrannus",2,NA
"9735",10012,4038,"Anchoa","hepsetus",1,NA
"9736",10013,4039,"Brevoortia","tyrannus",80,NA
"9737",10014,4039,"Callinectes","sapidus",20,NA
"9738",10015,4039,"Mnemiopsis","leidyi",3,NA
"9739",10016,4039,"Sphoeroides","maculatus",1,NA
"9740",10017,4039,"Anchoa","mitchilli",23,NA
"9741",10018,4039,"Menidia","menidia",3,NA
"9742",10019,4040,"Mnemiopsis","leidyi",2,NA
"9743",10020,4040,"Callinectes","sapidus",7,NA
"9744",10021,4040,"Anchoa","mitchilli",6,NA
"9745",10022,4040,"Chrysaora","quinquecirrha",1,NA
"9746",10023,4040,"Caranx","hippos",3,NA
"9747",10024,4040,"Menidia","menidia",13,NA
"9748",10025,4040,"Anchoa","hepsetus",5,NA
"9749",10026,4041,"Mnemiopsis","leidyi",2,NA
"9750",10027,4041,"Caranx","hippos",3,NA
"9751",9622,3980,"Menidia","menidia",8,NA
"9752",9623,3980,"Mnemiopsis","leidyi",5,NA
"9753",9624,3980,"Mugil","curema",2,NA
"9754",9625,3980,"Chrysaora","quinquecirrha",12,NA
"9755",9626,3981,"Mugil","curema",19,NA
"9756",9627,3981,"Callinectes","sapidus",20,NA
"9757",9628,3981,"Mnemiopsis","leidyi",2,NA
"9758",9629,3981,"Chrysaora","quinquecirrha",20,NA
"9759",9630,3981,"Fundulus","majalis",1,NA
"9760",9631,3981,"Menidia","menidia",18,NA
"9761",9632,3981,"Pomatomus","saltatrix",2,NA
"9762",9633,3981,"Fundulus","heteroclitus",1,NA
"9763",9634,3982,"Anchoa","mitchilli",3,NA
"9764",9635,3982,"Mugil","curema",5,NA
"9765",9636,3982,"Callinectes","sapidus",5,NA
"9766",9637,3982,"Paralichthys","dentatus",1,NA
"9767",9638,3982,"Mnemiopsis","leidyi",21,NA
"9768",9639,3982,"Menidia","menidia",9,NA
"9769",9640,3982,"Anchoa","hepsetus",1,NA
"9770",9641,3983,"Mugil","curema",3,NA
"9771",9642,3983,"Menidia","menidia",27,NA
"9772",9643,3983,"Callinectes","sapidus",9,NA
"9773",9644,3983,"Mnemiopsis","leidyi",33,NA
"9774",9645,3983,"Brevoortia","tyrannus",1,NA
"9775",9646,3983,"Chrysaora","quinquecirrha",3,NA
"9776",9647,3983,"Anchoa","hepsetus",1,NA
"9777",9648,3983,"Anchoa","mitchilli",2,NA
"9778",9649,3984,"Mugil","curema",11,NA
"9779",9650,3984,"Menidia","menidia",13,NA
"9780",9651,3984,"Pomatomus","saltatrix",67,NA
"9781",9652,3984,"Brevoortia","tyrannus",1,NA
"9782",9653,3984,"Mnemiopsis","leidyi",60,NA
"9783",9654,3984,"Callinectes","sapidus",1,NA
"9784",9655,3985,"Menidia","menidia",12,NA
"9785",9656,3985,"Mnemiopsis","leidyi",61,NA
"9786",9657,3985,"Anchoa","mitchilli",1,NA
"9787",9658,3986,"Callinectes","sapidus",2,NA
"9788",9659,3986,"Fundulus","majalis",5,NA
"9789",9660,3986,"Menidia","menidia",261,NA
"9790",9661,3986,"Mnemiopsis","leidyi",12,NA
"9791",9662,3986,"Chrysaora","quinquecirrha",4,NA
"9792",9663,3986,"Menticirrhus","saxatilis",2,NA
"9793",9664,3986,"Mugil","curema",2,NA
"9794",9665,3987,"Mnemiopsis","leidyi",2,NA
"9795",9666,3987,"Menidia","menidia",170,NA
"9796",9667,3987,"Fundulus","majalis",9,NA
"9797",9668,3987,"Chrysaora","quinquecirrha",2,NA
"9798",9669,3987,"Mugil","curema",5,NA
"9799",9670,3987,"Callinectes","sapidus",2,NA
"9800",9671,3987,"Pomatomus","saltatrix",1,NA
"9801",9672,3988,"Anchoa","mitchilli",2041,NA
"9802",9673,3988,"Anchoa","hepsetus",24,NA
"9803",9674,3988,"Pomatomus","saltatrix",10,NA
"9804",9675,3988,"Fundulus","majalis",3,NA
"9805",9676,3988,"Callinectes","sapidus",55,NA
"9806",9677,3988,"Chrysaora","quinquecirrha",8,NA
"9807",9678,3988,"Bairdiella","chrysoura",2,NA
"9808",9679,3988,"Brevoortia","tyrannus",5,NA
"9809",9680,3988,"Menidia","menidia",12,NA
"9810",9681,3988,"Gobiosoma","bosc",2,NA
"9811",9682,3988,"Strongylura","marina",1,NA
"9812",9683,3988,"Opsanus","tau",1,NA
"9813",9684,3989,"Opsanus","tau",1,NA
"9814",9685,3989,"Callinectes","sapidus",6,NA
"9815",9686,3989,"Strongylura","marina",3,NA
"9816",9687,3989,"Anchoa","mitchilli",30,NA
"9817",9688,3989,"Chrysaora","quinquecirrha",1,NA
"9818",9689,3989,"Anchoa","hepsetus",4,NA
